CategoryID (FK)	CategoryName	ProductName	SubType	Finish	Best For (Skin Concern)	Confidence	SkinConcernTag	ProductID (PK)	Image 1 (Primary)	Image 2	Image 3
CAT-12	Moisturizer	EOS Cashmere Body Lotion	Body Lotion	Holiday	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-251	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/Eos-Body-Lotion-Vanilla.jpg		
CAT-02	Body Mist	EOS Cashmere Body Mist	Body Mist	—	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-252	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/10/AdobeExpress-file-2025-09-22T145945.146.webp	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/10/eos-Holiday-2025-COcoa-Cashmere-Body-Mist.webp	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/10/AdobeExpress-file-2025-09-22T153948.869.webp
CAT-05	Body wash	EOS Body Wash	Body Wash	Moisturising	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-253	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/02/IMG_0533.jpg		
CAT-03	Body Oil	EOS Vanilla Cashmere Body Oil	Body Oil	—	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-254	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/03/IMG_0992.jpeg		
CAT-12	Moisturizer	EOS Vanilla Cashmere Whipped Oil Body Butter	Moisturizer	—	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-255	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/03/IMG_0993.jpeg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/03/IMG_0994.jpeg	
CAT-03	Body Oil	EOS Shave Oil	Shave Oil	—	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-256	https://wholesalebeautyhub.co.uk/wp-content/uploads/2026/01/IMG_0918.jpeg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2026/01/IMG_0918.jpeg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2026/01/IMG_0919.jpeg
CAT-12	Moisturizer	EOS Shea Better Hand Cream	Hand Cream	—	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-257	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/02/eos-hand-cream-Vanilla-Cashmere_c947d859-7062-49f8-832f-682693751f55-1.webp		
CAT-05	Body wash	Dove Shower Gel Nurturing Cocoa Butter & Hibiscus 225ml	Body Wash	Moisturising	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-258	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/E337812A-9E1E-44FC-8A4B-31CE3ABB36EA.png	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/E337812A-9E1E-44FC-8A4B-31CE3ABB36EA.png	
CAT-05	Body wash	Dove Revitalising Body Wash 225ml	Body Wash	Moisturising	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-259	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/D38EDC7B-AE28-4A1E-B132-6E593956F825.jpeg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/D38EDC7B-AE28-4A1E-B132-6E593956F825.jpeg	
CAT-05	Body wash	Dove Body Wash Shea Butter & Vanilla 225ml	Body Wash	Moisturising	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-260	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/AD6633E9-D0FC-42CE-8005-2C73E4AC80B1.jpeg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/AD6633E9-D0FC-42CE-8005-2C73E4AC80B1.jpeg	
CAT-05	Body wash	Dove Almond Cream & Hibiscus Body Wash 500ml	Body Wash	Moisturising	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-261	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/78EDE118-6A8F-4FCC-A1A1-A5D0716B2084.jpeg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/78EDE118-6A8F-4FCC-A1A1-A5D0716B2084.jpeg	
CAT-05	Body wash	Dove Indulging Bath Wash 500ml	Body Wash	Moisturising	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-262	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/FEEA483A-F959-4B87-A9A7-66FC73216414.png	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/FEEA483A-F959-4B87-A9A7-66FC73216414.png	
CAT-12	Moisturizer	Baby Dove Lotion Fragrance Free Moisture 200ml	Baby Lotion	Sensitive	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-263	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/34772B1A-B2AC-4A63-93A8-86CE894247AD.jpeg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/34772B1A-B2AC-4A63-93A8-86CE894247AD.jpeg	
CAT-02	Body Mist	Aveeno Moisturizing Body Oil Mist	Body Oil Mist	—	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-264	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/08/s-l1600.webp	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/08/s-l1600.webp	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/08/aveeno-oil.png
CAT-12	Moisturizer	Aveeno Baby Daily Moisture Body Lotion 18fl	Baby Lotion	—	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-265	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/Aveeno-Baby-Daily-Moisture-Cream.avif		
CAT-12	Moisturizer	Aveeno Baby Daily Moisturizing Cream 15fl	Baby Lotion	—	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-266	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/10/1F4AB2EC-AB02-4032-A781-20AD361C5B73.jpeg		
CAT-12	Moisturizer	Aveeno Baby Daily Care Gift Set	Baby Set	—	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-267	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/10/647A6ED3-6F25-4133-9257-06B935F16994.jpeg		
CAT-05	Body wash	Koji San Soap 100g 3-in-1	Treatment	Brightening	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-268	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Koji-San-Soap-100G-3In1.webp		
CAT-05	Body wash	Koji San Soap 135g	Treatment	Brightening	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-269	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Koji-San-Soap-135G.jpg		
CAT-05	Body wash	Koji San 135g 2-in-1 Soap	Treatment	Brightening	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-270	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Koji-San-135G-2In1-Soap.jpg		
CAT-12	Moisturizer	Palmers Cocoa Butter Massage Lotion for Stretch Marks 250ml	Body Lotion	Stretch marks	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-271	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/08/palmers-cocoa-butter-massage-lotion-for-stretch-marks-250ml.webp		
CAT-12	Moisturizer	Palmers Cocoa Butter Formula Tahitian Vanilla Body Lotion	Body Lotion	Moisturising	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-272	https://wholesalebeautyhub.co.uk/wp-content/uploads/2026/02/IMG_2825.jpeg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2026/02/IMG_2825.jpeg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2026/02/IMG_2827.jpeg
CAT-12	Moisturizer	Eucerin Roughness Relief Lotion	Body Lotion	KP/Rough skin	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-273	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/12/IMG_9507.webp		
CAT-12	Moisturizer	Eucerin Advanced Repair Lotion	Body Lotion	Dry skin	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-274	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/12/IMG_9510.webp		
CAT-05	Body wash	Eucerin Baby Eczema Relief Cream Body Wash	Body Wash	Eczema	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-275	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/03/IMG_0981.jpeg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/03/IMG_0984.jpeg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/03/IMG_0983.jpeg
CAT-12	Moisturizer	La Roche-Posay Lipikar AP+ Triple Repair Moisturizing Cream	Body Cream	Eczema/Dry	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-276	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/03/IMG_0972.jpeg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/03/IMG_0970.jpeg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/03/IMG_0969.jpeg
CAT-12	Moisturizer	Vaseline Clinical Care Dry Hands Rescue	Hand Cream	Dry skin	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-277	https://wholesalebeautyhub.co.uk/wp-content/uploads/2026/01/IMG_0900.jpeg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2026/01/IMG_0900.jpeg	
CAT-12	Moisturizer	Frudia My Orchard Hand Cream Pineapple 30g	Hand Cream	—	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-278	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/frudia-my-orchard-hand-cream-30g-pineapple-893.jpg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/frudia-my-orchard-hand-cream-30g-pineapple-893.jpg	
CAT-12	Moisturizer	Frudia My Orchard Hand Cream Dragon Fruit 30g	Hand Cream	—	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-279	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/frudia-my-orchard-hand-cream-30g-dragon-fruit-503.jpg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/frudia-my-orchard-hand-cream-30g-dragon-fruit-503.jpg	
CAT-06	Cleansers	Some By Mi Miracle Acne Clear Body Cleanser	Body Wash	Acne body	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-280	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Some-By-Mi-Miracle-Acne-Clear-Body-Cleanser.webp		
CAT-17	Treatment	Good Molecules Discoloration Correcting Body Treatment 120ml	Body Treatment	PIH	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-281	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/Good-Molecules-Discoloration-Correcting-Body-Treatment120Ml.jpg		
CAT-12	Moisturizer	Naturium Glow Getter Multi-Oil Body Butter	Body Butter	Brightening	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-282	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/Naturium-Glow-Getter-Multi-Oil-Body-Butter-232Ml.jpg		
CAT-15	Sun Screen	Hatomugi Sunscreen 250ml	Sunscreen	SPF—	Sun protection; prevents PIH worsening & dark spot formation	High	All — daily use essential	PROD-283	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Hatomugi-Sunscreen-250Ml.jpg		
CAT-15	Sun Screen	Nivea UV Water Gel Sunscreen 140g	Sunscreen	SPF—	Sun protection; prevents PIH worsening & dark spot formation	High	All — daily use essential	PROD-284	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Nivea-Uv-Water-Gel-140G.webp		
CAT-15	Sun Screen	Skin Aqua Sunscreen	Sunscreen	SPF—	Sun protection; prevents PIH worsening & dark spot formation	High	All — daily use essential	PROD-285	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/08/Skin-Aqua-new-package-110g.jpg		
CAT-15	Sun Screen	Isntree Hyaluronic Watery Sun Gel 50ml	Sunscreen	SPF—	Sun protection; prevents PIH worsening & dark spot formation	High	All — daily use essential	PROD-286	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Isntree-Hyaluronic-Watery-Sun-Gel-50Ml.jpg		
CAT-15	Sun Screen	Isntree Hyaluronic Sunstick	Sunscreen	SPF—	Sun protection; prevents PIH worsening & dark spot formation	High	All — daily use essential	PROD-287	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Isntree-Hyaluronic-Sunstick.jpg		
CAT-15	Sun Screen	Missha Aqua Sunscreen 50ml	Sunscreen	SPF 50+	Sun protection; prevents PIH worsening & dark spot formation	High	All — daily use essential	PROD-288	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Missha-Aqua-Sunscreen-30Ml-1.jpeg		
CAT-15	Sun Screen	Missha Essence Sunscreen 50ml	Sunscreen	SPF 50+	Sun protection; prevents PIH worsening & dark spot formation	High	All — daily use essential	PROD-289	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Missha-Essence-Sunscreen-50Ml.webp		
CAT-15	Sun Screen	Beauty Of Joseon Sunscreen 50ml	Sunscreen	SPF 50+	Sun protection; prevents PIH worsening & dark spot formation	High	All — daily use essential	PROD-290	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Beauty-Of-Joseon-Sunscreen-50Ml.jpg		
CAT-15	Sun Screen	Blackgirl Sunscreen SPF 30	Sunscreen	SPF 30	Sun protection; prevents PIH worsening & dark spot formation	High	All — daily use essential	PROD-291	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Blackgirl-Sunscreen-Spf-30.webp		
CAT-15	Sun Screen	Blackgirl Sunscreen Make It Glow Spray	Sunscreen	SPF—	Sun protection; prevents PIH worsening & dark spot formation	High	All — daily use essential	PROD-292	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Blackgirl-Sunscreen-Make-It-Glow-Spray.webp		
CAT-15	Sun Screen	Blackgirl Sunscreen Kids	Sunscreen	Kids sunscreen	Sun protection; prevents PIH worsening & dark spot formation	High	All — daily use essential	PROD-293	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Blackgirl-Sunscreen-Kids.jpg		
CAT-15	Sun Screen	Blackgirl Sunscreen Kids Spray	Sunscreen	Kids sunscreen	Sun protection; prevents PIH worsening & dark spot formation	High	All — daily use essential	PROD-294	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Blackgirl-Sunscreen-Kids-Spray.webp		
CAT-15	Sun Screen	Frudia Ultra UV Shield Essence 50+	Sunscreen	SPF 50+	Sun protection; prevents PIH worsening & dark spot formation	High	All — daily use essential	PROD-295	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/Frudia-Ultra-Uv-Shield-Essence-50.avif		
CAT-15	Sun Screen	25pskyn UV Warrior SPF 50+ Broad Spectrum 150ml	Sunscreen	SPF 50+	Sun protection; prevents PIH worsening & dark spot formation	High	All — daily use essential	PROD-296	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/12/IMG_9622.webp		
CAT-15	Sun Screen	Naturium UV Reflect Antioxidant SPF 50	Sunscreen	SPF 50	Sun protection; prevents PIH worsening & dark spot formation	High	All — daily use essential	PROD-297	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/08/Naturium-UV-Reflect-Antioxidant-SPF-50.webp		
CAT-15	Sun Screen	Sun Bum Kids SPF 50 Clear Sunscreen Stick	Sunscreen	SPF 50	Sun protection; prevents PIH worsening & dark spot formation	High	All — daily use essential	PROD-298	https://wholesalebeautyhub.co.uk/wp-content/uploads/2026/01/IMG_1090.webp		
CAT-15	Sun Screen	Sun Bum Kids SPF 50 Clear Sunscreen Lotion	Sunscreen	SPF 50	Sun protection; prevents PIH worsening & dark spot formation	High	All — daily use essential	PROD-299	https://wholesalebeautyhub.co.uk/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-12-at-18.09.54-scaled.jpeg		
CAT-15	Sun Screen	Biore UV Aqua Rich Watery Essence SPF 50+/PA++++ 70g	Sunscreen	SPF 50+	Sun protection; prevents PIH worsening & dark spot formation	High	All — daily use essential	PROD-300	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/biore-sunscreen.webp		
CAT-15	Sun Screen	Kose Suncut UV Perfect Gel SPF 50+ PA++++ 80g	Sunscreen	SPF 50+	Sun protection; prevents PIH worsening & dark spot formation	High	All — daily use essential	PROD-301	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/kose-sunscreen.jpg		
CAT-18	WBH Bundle	WBH skin Bundle- Melasma and Pigmentary Demacartion Line 	WBH Bundle	25 Pskyn-PIH	"Melasma and Pigmentary Demacartion Line 
25 PskynKojitrinol pads
25 Pskyn Liqueur 
25 Pskyn Hydragenesis 
25 Pskyn Pigmablend Cream"	High		PROD-303	https://wholesalebeautyhub.co.uk/wp-content/uploads/2026/07/70.32❌-60.99✅-3.png		
CAT-18	WBH Bundle	WBH skin Bundle- PIH -  Dark spots and Discoloration 	WBH Bundle	25 Pskyn-Dark Spot 	"Post Inflamation Hyperpigmentation - Dark spots and Discoloration 
25 Pskyn Liqueur 
25 Pskyn Hydragenesis 
25 Pskyn Pigmablend Cream "	High		PROD-304	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/08/WhatsApp-Image-2025-09-22-at-12.09.44-1.jpeg		
CAT-18	WBH Bundle	WBH skin Bundle- Hyperpigmentation - -Overall Dull skin, Generalized Hyperpigmentation 	WBH Bundle	25 Pskyn-PIH	"Superficial Hyperpigmentation -Overall Dull skin, Generalized Hyperpigmentation 
25 PskynKojitrinol pads
25 Pskyn Liqueur "	High		PROD-305	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/08/WhatsApp-Image-2025-09-15-at-13.23.16.jpeg
		
CAT-18	WBH Bundle	WBH skin Bundle- Acne - Grade 3 & 4 - Whiteheads,Blackheads,Pustiles,Papules,Cysts and Nodules  	WBH Bundle	25 Pskyn-Acne body	Acne - Grade 3 & 4 - Whiteheads,Blackheads,Pustiles,Papules,Cysts and Nodules 	High		PROD-306	https://wholesalebeautyhub.co.uk/wp-content/uploads/2026/07/70.32❌-60.99✅-1.png		
CAT-18	WBH Bundle	WBH skin Bundle- Acne - Grade 1 & 2 - Whiteheads,Blackheads and Papules  	WBH Bundle	25 Pskyn-Acne body	"Acne - Grade 1 & 2 - Whiteheads,Blackheads and Papules
25 Pskyn Tro PSKYN Cleanser
25 Pskyn Hydragenesis 
25 Pskyn Mandalactone "	High		PROD-307	https://wholesalebeautyhub.co.uk/wp-content/uploads/2026/07/70.32❌-60.99✅.png		
CAT-18	WBH Bundle	WBH skin Bundle MEDIX GLOW Combo Deal	WBH Bundle	Medix	"Curated product bundles targeting specific skin concerns
Medix Glycolic +Lactic Wash 
Medix Retinol + Ferulic Acid Body cream 
Medix Vitamin C + Turmeric Body Cream "	Medium	All — daily use essential	PROD-308	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/08/WhatsApp-Image-2025-09-15-at-13.23.14.jpeg		
CAT-18	WBH Bundle	WBH skin Bundle EOS Combo Deal	WBH Bundle	EOS	Curated product bundles targeting specific skin concerns	Medium	All — daily use essential	PROD-309	https://wholesalebeautyhub.co.uk/wp-content/uploads/2026/07/White-Minimalist-Product-Instagram-Post-1.png		
CAT-18	WBH Bundle	WBH skin Bundle SKIN BY ZARON Combo Deal	WBH Bundle	SKIN BY ZARON 	Curated product bundles targeting specific skin concerns	Medium	All — daily use essential	PROD-310	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/08/WhatsApp-Image-2025-09-15-at-13.26.53.jpeg		
CAT-18	WBH Bundle	WBH skin  Bundle Exfoliating and Moisturizing Body Combo	WBH Bundle	Rough skin	Curated product bundles targeting specific skin concerns	Medium	Various — see bundle label	PROD-311	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/01/IMG_0231.png	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/01/185c3354-7316-4d39-b3ed-cc30f37b28a1-scaled.jpg	
CAT-18	WBH Bundle	WBH skin Bundle Body Glow & Brightening Combo 1	WBH Bundle	PIH/Brightening	Curated product bundles targeting specific skin concerns	Medium	Various — see bundle label	PROD-312	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/01/IMG_0214.png	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/01/dcab134f-34a6-4b1b-bb55-7e587fbcc2f7-scaled.jpg	
CAT-18	WBH Bundle	WBH skin  Bundle Body Glow & Brightening Combo 2	WBH Bundle	PIH/Brightening	Curated product bundles targeting specific skin concerns	Medium	Various — see bundle label	PROD-313	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/01/dcab134f-34a6-4b1b-bb55-7e587fbcc2f7-scaled.jpg		
CAT-18	WBH Bundle	WBH skin  Blemish and Discolouration Set	WBH Bundle	PIH/Brightening	Curated product bundles targeting specific skin concerns	Medium	Various — see bundle label	PROD-314	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/08/WhatsApp-Image-2025-09-15-at-13.23.15-2.jpeg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/01/dcab134f-34a6-4b1b-bb55-7e587fbcc2f7-scaled.jpg	
CAT-12	Moisturizer	25Pskyn Hydragenesis Moisturizer	cleanser	PIH/Brightening				PROD-315	https://wholesalebeautyhub.co.uk/wp-content/uploads/2026/07/IMG_8736.webp		
CAT-14	Serum	25Pskyn Kojitrinol Pads	Pads 	PIH/Brightening				PROD-316	https://wholesalebeautyhub.co.uk/wp-content/uploads/2026/03/KOJITRINOL-PADS.webp		
	Treatment	25Pskyn Trinity Pads	Pads 	PIH/Brightening				PROD-317	https://wholesalebeautyhub.co.uk/wp-content/uploads/2026/03/TRINITY-PADS.webp	https://wholesalebeautyhub.co.uk/wp-content/uploads/2026/03/KOJITRINOL-PADS-2.webp	https://wholesalebeautyhub.co.uk/wp-content/uploads/2026/03/KOJITRINOL-PADS.webp
CAT-15	Sun Screen	Bolden Brightening Moisturizer SPF 30 with Vitamin C	Moisturizer+SPF	SPF 30	Sun protection; prevents PIH worsening & dark spot formation	High	All — daily use essential		https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/12/Bolden_Sunscreen_Moisturizer-WBH.webp		



WBH SKIN  ·  tblCategories  —  Primary Key Reference				
CategoryID is the Primary Key (PK) — referenced as Foreign Key (FK) in tblProducts and tblSkinConcerns				
CategoryID (PK)	CategoryName	ProductGroup	Description	ProductCount
CAT-01	Anti-Aging 	Treatment 	Anti Aging Treatment with Vitamin A	3
CAT-02	Body Mist	Body	Fragrant body mists & sprays	2
CAT-03	Body Oil	Body	Body & bath oils	12
CAT-04	Body Scrub	Body	Exfoliating body scrubs	6
CAT-05	Body wash	Body	Body washes, soaps & cleansing gels	28
CAT-06	Cleansers	Face	Face washes, cleansing oils, balms & bars	35
CAT-07	Essence	Face	Lightweight layering essences	5
CAT-08	Exfoliant	Face	AHA/BHA exfoliating acids & peels	5
CAT-09	Eye Mask	Face	Eye patches & under-eye treatments	2
CAT-10	Face Cream	Face	Eye creams & rich face creams	2
CAT-11	Mask	Face	Sheet masks & wash-off treatment masks	3
CAT-12	Moisturizer	Face	Face creams, lotions & hydrating moisturisers	78
CAT-13	Patch	Face	Acne & blemish patches	3
CAT-14	Serum	Face	Concentrated active serums & ampoules	53
CAT-15	Sun Screen	Sun Protection	SPF sunscreens for face & body	21
CAT-16	Toner	Face	Toners, mists & pH-balancing waters	23
CAT-17	Treatment	Face	Spot treatments, prescription-strength gels & targeted actives	13
CAT-18	WBH Bundle	Bundle	Multi-product curated sets & bundles	13
TOTAL  —  18 Categories				307
